YEAR,MO,DY,HR,UV,Tem,Hum
2019,11,13,19,0,25.51,91.94
2019,11,13,20,0,25.15,93.56
2019,11,13,21,0,24.87,95.12
2019,11,13,22,0,24.58,96.5
2019,11,13,23,0,24.27,97.5
2019,11,14,0,0,24.08,97.69
2019,11,14,1,0,23.98,97.25
2019,11,14,2,0,23.88,96.69
2019,11,14,3,0,23.69,96.62
2019,11,14,4,0,23.31,97.62
2019,11,14,5,0,22.97,98.5
2019,11,14,6,0.08,23.59,97
2019,11,14,7,0.75,25.2,90.94
2019,11,14,8,2.67,26.97,81.31
2019,11,14,9,5.6,28.47,73.81
2019,11,14,10,7.02,29.62,69.25
2019,11,14,11,8.08,30.44,66.38
2019,11,14,12,7.35,30.96,64.75
2019,11,14,13,6.25,31.15,63.69
2019,11,14,14,4,31.1,63.38
2019,11,14,15,1.38,30.8,64.12
2019,11,14,16,0.2,30.29,66.88
2019,11,14,17,0,28.63,77
2019,11,14,18,0,27.51,80.75
2019,11,14,19,0,26.45,86.81
2019,11,14,20,0,25.49,89.25
2019,11,14,21,0,24.49,89.62
2019,11,14,22,0,23.49,90.25
2019,11,14,23,0,22.4,91.06
2019,11,15,0,0,21.37,92.06
2019,11,15,1,0,20.56,92.94
2019,11,15,2,0,19.94,93.75
2019,11,15,3,0,19.44,94.62
2019,11,15,4,0,19.02,95.44
2019,11,15,5,0,18.73,96.19
2019,11,15,6,0.1,19.54,93.88
2019,11,15,7,1.17,21.58,86.62
2019,11,15,8,3.48,24.64,74.94
2019,11,15,9,6.55,26.86,68.75
2019,11,15,10,9.2,28.31,66.06
2019,11,15,11,10.15,29.33,64.56
2019,11,15,12,9.33,29.99,63.81
2019,11,15,13,6.8,30.3,63.62
2019,11,15,14,3.83,30.28,63.88
2019,11,15,15,1.5,29.95,65
2019,11,15,16,0.23,29.37,68.88
2019,11,15,17,0,27.66,78.88
2019,11,15,18,0,26.19,87.5
2019,11,15,19,0,25.5,89.88
2019,11,15,20,0,25.01,91.81
2019,11,15,21,0,24.65,93.31
2019,11,15,22,0,24.4,94.12
2019,11,15,23,0,24.32,93.12
2019,11,16,0,0,24.16,92.62
2019,11,16,1,0,23.9,93
2019,11,16,2,0,23.5,94
2019,11,16,3,0,23.08,95.19
2019,11,16,4,0,22.72,96.31
2019,11,16,5,0,22.45,96.94
2019,11,16,6,0.1,22.91,95.69
2019,11,16,7,1.02,24.58,88.19
2019,11,16,8,3.2,26.9,76.06
2019,11,16,9,5.8,28.53,69.69
2019,11,16,10,7.2,29.66,66.31
2019,11,16,11,8.77,30.48,64.19
2019,11,16,12,8.08,31.02,62.69
2019,11,16,13,5.95,31.24,61.94
2019,11,16,14,3.45,31.17,61.81
2019,11,16,15,1.23,30.73,63.75
2019,11,16,16,0.2,29.96,68.12
2019,11,16,17,0,27.83,81.19
2019,11,16,18,0,26.32,86.81
2019,11,16,19,0,25.63,89
2019,11,16,20,0,25.12,91.5
2019,11,16,21,0,24.71,93.94
2019,11,16,22,0,24.36,95.94
2019,11,16,23,0,23.98,97.56
2019,11,17,0,0,23.65,98.69
2019,11,17,1,0,23.35,99.5
2019,11,17,2,0,23.1,99.81
2019,11,17,3,0,22.95,99.56
2019,11,17,4,0,22.89,99
2019,11,17,5,0,22.76,98.88
2019,11,17,6,0.1,23.46,96.56
2019,11,17,7,1,25.42,88.44
2019,11,17,8,3.15,27.4,80.12
2019,11,17,9,6,28.94,74.62
2019,11,17,10,7.92,29.91,71.5
2019,11,17,11,7.92,30.53,69.75
2019,11,17,12,7.65,30.9,68.62
2019,11,17,13,5.52,31.02,68
2019,11,17,14,2.92,30.82,68.19
2019,11,17,15,1.17,30.36,70.12
2019,11,17,16,0.17,29.82,74.62
2019,11,17,17,0,28.56,80.69
2019,11,17,18,0,27.37,86.62
2019,11,17,19,0,26.51,89.25
2019,11,17,20,0,25.74,91.38
2019,11,17,21,0,25.23,92.75
2019,11,17,22,0,24.9,94.06
2019,11,17,23,0,24.69,94.81
2019,11,18,0,0,24.5,95.25
2019,11,18,1,0,24.33,95.81
2019,11,18,2,0,24.23,96.19
2019,11,18,3,0,24.12,96.69
2019,11,18,4,0,24.05,97.12
2019,11,18,5,0,23.96,97.44
2019,11,18,6,0.08,24.4,96.19
2019,11,18,7,0.83,25.76,89.75
2019,11,18,8,2.75,27.39,82.44
2019,11,18,9,5.2,28.86,76.62
2019,11,18,10,6.65,29.87,72.5
2019,11,18,11,6.42,30.51,69.75
2019,11,18,12,5.62,30.91,67.69
2019,11,18,13,4.7,31.12,66.38
2019,11,18,14,3.38,30.87,67.06
2019,11,18,15,1.27,30.42,69
2019,11,18,16,0.17,29.62,74.31
2019,11,18,17,0,28.06,82.75
2019,11,18,18,0,26.8,88.88
2019,11,18,19,0,26.12,90.5
2019,11,18,20,0,25.55,92.56
2019,11,18,21,0,25.14,94.12
2019,11,18,22,0,24.8,95.31
2019,11,18,23,0,24.54,95.75
2019,11,19,0,0,24.33,94.81
2019,11,19,1,0,23.9,95.75
2019,11,19,2,0,23.35,97.19
2019,11,19,3,0,22.86,97.81
2019,11,19,4,0,22.38,97.31
2019,11,19,5,0,21.9,96.69
2019,11,19,6,0.08,22.35,94.25
2019,11,19,7,1.08,24.06,84.81
2019,11,19,8,3.3,26.14,75.69
2019,11,19,9,6.52,27.9,70.06
2019,11,19,10,9.2,29.33,66
2019,11,19,11,10.1,30.36,62.69
2019,11,19,12,9.4,31.03,60.19
2019,11,19,13,7.2,31.33,58.56
2019,11,19,14,4.05,31.29,58
2019,11,19,15,1.55,30.8,59.88
2019,11,19,16,0.23,30.32,60.56
2019,11,19,17,0,28.19,75.44
2019,11,19,18,0,27.05,79.88
2019,11,19,19,0,26.19,84.94
2019,11,19,20,0,25.33,88.5
2019,11,19,21,0,24.68,89
2019,11,19,22,0,24.08,88.38
2019,11,19,23,0,23.5,87.69
2019,11,20,0,0,22.8,87.69
2019,11,20,1,0,22.02,88.69
2019,11,20,2,0,21.34,89.94
2019,11,20,3,0,20.83,91.06
2019,11,20,4,0,20.44,92.25
2019,11,20,5,0,20.21,92.5
2019,11,20,6,0.08,21.03,89.88
2019,11,20,7,1.05,23.42,77.62
2019,11,20,8,3.2,25.32,71.81
2019,11,20,9,6.23,26.98,68.25
2019,11,20,10,8.3,28.33,65.06
2019,11,20,11,9.1,29.53,60.12
2019,11,20,12,8.8,30.33,57.06
2019,11,20,13,6.77,30.62,56.44
2019,11,20,14,3.77,30.51,56.81
2019,11,20,15,1.5,30.08,58.5
2019,11,20,16,0.23,29.49,61.25
2019,11,20,17,0,27.81,72.56
2019,11,20,18,0,27.03,72.88
2019,11,20,19,0,26.87,70.38
2019,11,20,20,0,26.12,73.88
2019,11,20,21,0,25.09,79.19
2019,11,20,22,0,24.05,84.44
2019,11,20,23,0,23.23,88.12
2019,11,21,0,0,22.69,89.38
2019,11,21,1,0,22.27,89.62
2019,11,21,2,0,21.93,89.56
2019,11,21,3,0,21.51,90.44
2019,11,21,4,0,21.22,90.88
2019,11,21,5,0,20.98,91.25
2019,11,21,6,0.08,21.55,91.12
2019,11,21,7,1.02,23.37,83.38
2019,11,21,8,3.23,26.26,72.94
2019,11,21,9,5.73,28.08,67.94
2019,11,21,10,7.27,29.4,64.31
2019,11,21,11,8.12,30.34,61.62
2019,11,21,12,8.73,30.89,60.25
2019,11,21,13,6.73,31.05,59.69
2019,11,21,14,3.95,30.89,60
2019,11,21,15,1.58,30.44,61.94
2019,11,21,16,0.23,29.88,65.12
2019,11,21,17,0,28.05,76.81
2019,11,21,18,0,27.21,77.5
2019,11,21,19,0,27.05,76.19
2019,11,21,20,0,26.92,75.25
2019,11,21,21,0,25.88,83.56
2019,11,21,22,0,25.15,87.31
2019,11,21,23,0,24.58,89.88
2019,11,22,0,0,24.01,91.81
2019,11,22,1,0,23.44,92.25
2019,11,22,2,0,22.73,93.44
2019,11,22,3,0,22.08,94.56
2019,11,22,4,0,21.57,95.25
2019,11,22,5,0,21.23,95.44
2019,11,22,6,0.08,21.87,93.44
2019,11,22,7,1.08,23.85,84.31
2019,11,22,8,3.38,26.42,74.69
2019,11,22,9,6.35,28.21,69.25
2019,11,22,10,8.85,29.47,65.81
2019,11,22,11,9.67,30.4,62.88
2019,11,22,12,9.12,30.89,61.12
2019,11,22,13,7.3,30.98,60.94
2019,11,22,14,4.1,30.58,61.62
2019,11,22,15,1.5,30.15,63.69
2019,11,22,16,0.23,29.47,68.44
2019,11,22,17,0,27.55,79.69
2019,11,22,18,0,26.4,83.75
2019,11,22,19,0,25.92,85.25
2019,11,22,20,0,25.51,86.81
2019,11,22,21,0,25.06,88.44
2019,11,22,22,0,24.59,89.69
2019,11,22,23,0,24.18,90.44
2019,11,23,0,0,23.87,90.31
2019,11,23,1,0,23.61,90.19
2019,11,23,2,0,23.32,90.5
2019,11,23,3,0,23.01,91.06
2019,11,23,4,0,22.73,91.75
2019,11,23,5,0,22.44,92.12
2019,11,23,6,0.08,22.82,91.94
2019,11,23,7,1.12,24.9,81.88
2019,11,23,8,3.5,27.05,74.75
2019,11,23,9,6.77,28.83,70.12
2019,11,23,10,9.17,30.06,66.94
2019,11,23,11,9.05,30.76,65
2019,11,23,12,8,31.07,64.19
2019,11,23,13,7.27,31.12,63.81
2019,11,23,14,3.95,30.87,64.31
2019,11,23,15,1.5,30.26,66.38
2019,11,23,16,0.23,29.62,71.19
2019,11,23,17,0,28.1,80.12
2019,11,23,18,0,26.91,87.62
2019,11,23,19,0,26.37,89.19
2019,11,23,20,0,25.94,90.75
2019,11,23,21,0,25.55,92.25
2019,11,23,22,0,25.21,93.31
2019,11,23,23,0,24.91,93.94
2019,11,24,0,0,24.72,93.69
2019,11,24,1,0,24.66,92.25
2019,11,24,2,0,24.56,91.62
2019,11,24,3,0,24.23,92.31
2019,11,24,4,0,23.83,94.19
2019,11,24,5,0,23.48,95.19
2019,11,24,6,0.08,23.9,94.88
2019,11,24,7,0.95,26.09,84.81
2019,11,24,8,3.08,27.86,76.06
2019,11,24,9,5.98,29.2,71.19
2019,11,24,10,8.08,30.23,68.5
2019,11,24,11,8.08,30.98,66.69
2019,11,24,12,7.1,31.4,65.56
2019,11,24,13,6.7,31.46,65.19
2019,11,24,14,3.58,31.3,65.62
2019,11,24,15,1.4,30.69,68.94
2019,11,24,16,0.23,29.85,73.25
2019,11,24,17,0,27.89,84
2019,11,24,18,0,26.65,88.38
2019,11,24,19,0,26.08,90.5
2019,11,24,20,0,25.67,92.38
2019,11,24,21,0,25.34,93.81
2019,11,24,22,0,25.06,94.75
2019,11,24,23,0,24.8,95.38
2019,11,25,0,0,24.62,95.81
2019,11,25,1,0,24.44,96.38
2019,11,25,2,0,24.28,96.69
2019,11,25,3,0,24.12,96.75
2019,11,25,4,0,24.08,95.12
2019,11,25,5,0,23.65,96.38
2019,11,25,6,0.08,23.76,96.62
2019,11,25,7,0.77,25.04,90.62
2019,11,25,8,2.5,26.55,81.88
2019,11,25,9,5.65,28.25,73.94
2019,11,25,10,8.05,29.56,69.44
2019,11,25,11,8.88,30.47,66.94
2019,11,25,12,8.4,30.97,65.38
2019,11,25,13,6.75,31.12,64.56
2019,11,25,14,3.8,30.91,64.5
2019,11,25,15,1.48,30.58,65.69
2019,11,25,16,0.23,29.86,71.44
2019,11,25,17,0,28.01,81.38
2019,11,25,18,0,26.83,87
2019,11,25,19,0,26.15,90.56
2019,11,25,20,0,25.79,93.31
2019,11,25,21,0,25.61,95.06
2019,11,25,22,0,25.33,95.81
2019,11,25,23,0,25.09,95.56
2019,11,26,0,0,24.69,95.88
2019,11,26,1,0,24.14,97.62
2019,11,26,2,0,23.77,98.19
2019,11,26,3,0,23.52,98
2019,11,26,4,0,23.4,97.31
2019,11,26,5,0,23.23,97
2019,11,26,6,0.08,23.73,95.31
2019,11,26,7,0.95,25.59,86.38
2019,11,26,8,3.08,27.47,76.75
2019,11,26,9,5.85,28.94,70.69
2019,11,26,10,8.52,30.21,66.44
2019,11,26,11,9.58,31.18,63.44
2019,11,26,12,9.25,31.84,61.44
2019,11,26,13,6.98,32.21,60.31
2019,11,26,14,3.92,32.14,60.56
2019,11,26,15,1.52,32.11,61.56
2019,11,26,16,0.25,31.51,62.5
2019,11,26,17,0,29.73,74.56
2019,11,26,18,0,28.48,80.06
2019,11,26,19,0,27.55,85.81
2019,11,26,20,0,27.11,87.12
2019,11,26,21,0,26.83,86.5
2019,11,26,22,0,26.23,88.38
2019,11,26,23,0,25.45,91.81
2019,11,27,0,0,24.84,93.38
2019,11,27,1,0,24.33,94
2019,11,27,2,0,23.85,94.69
2019,11,27,3,0,23.42,95.19
2019,11,27,4,0,23.15,94.94
2019,11,27,5,0,23.07,94.12
2019,11,27,6,0.05,23.61,92.94
2019,11,27,7,0.98,25.83,81.81
2019,11,27,8,3.17,27.76,74
2019,11,27,9,6.1,29.35,68.44
2019,11,27,10,8.08,30.68,63.44
2019,11,27,11,8.5,31.69,59.75
2019,11,27,12,7.33,32.33,58.06
2019,11,27,13,6.2,32.59,57.88
2019,11,27,14,3.73,32.49,59.06
2019,11,27,15,1.5,32.02,62.06
2019,11,27,16,0.2,31.1,66.5
2019,11,27,17,0,28.55,80.31
2019,11,27,18,0,27.28,84.25
2019,11,27,19,0,26.62,86.69
2019,11,27,20,0,25.94,89.25
2019,11,27,21,0,25.26,91.31
2019,11,27,22,0,24.72,92.44
2019,11,27,23,0,24.34,92.62
2019,11,28,0,0,24.01,92.69
2019,11,28,1,0,23.64,93.12
2019,11,28,2,0,23.29,93.56
2019,11,28,3,0,23,93.94
2019,11,28,4,0,22.78,94.19
2019,11,28,5,0,22.6,94.5
2019,11,28,6,0.08,23.12,93.69
2019,11,28,7,0.98,25.18,84.06
2019,11,28,8,3.17,27.19,76.12
2019,11,28,9,6.1,28.79,70.62
2019,11,28,10,8.7,30.08,66.44
2019,11,28,11,9.4,31.11,63.12
2019,11,28,12,8.62,31.76,61.06
2019,11,28,13,6.85,32.09,60.06
2019,11,28,14,3.67,32.15,60
2019,11,28,15,1.55,31.8,62.75
2019,11,28,16,0.2,30.97,66.38
2019,11,28,17,0,28.55,80.31
2019,11,28,18,0,27.3,83.38
2019,11,28,19,0,26.51,85.75
2019,11,28,20,0,25.81,88.19
2019,11,28,21,0,25.15,90.19
2019,11,28,22,0,24.67,91.5
2019,11,28,23,0,24.4,92.12
2019,11,29,0,0,24.26,91.81
2019,11,29,1,0,24.16,91
2019,11,29,2,0,24,90.88
2019,11,29,3,0,23.77,91.38
2019,11,29,4,0,23.51,92.38
2019,11,29,5,0,23.19,93.88
2019,11,29,6,0.05,23.51,93.56
2019,11,29,7,0.95,25.37,84.06
2019,11,29,8,3.15,27.47,75.75
2019,11,29,9,6.1,29.09,70.5
2019,11,29,10,8.38,30.35,67
2019,11,29,11,9.2,31.33,64.31
2019,11,29,12,7.5,31.8,62.94
2019,11,29,13,5.95,31.89,62.69
2019,11,29,14,3.75,31.51,65.44
2019,11,29,15,1.52,30.8,68.88
2019,11,29,16,0.25,29.47,77.44
2019,11,29,17,0,27.75,84.38
2019,11,29,18,0,26.78,86.5
2019,11,29,19,0,26.17,88.69
2019,11,29,20,0,25.66,90.69
2019,11,29,21,0,25.23,92.31
2019,11,29,22,0,24.87,93.06
2019,11,29,23,0,24.48,93.5
2019,11,30,0,0,24.06,93.94
2019,11,30,1,0,23.76,93.69
2019,11,30,2,0,23.64,92.62
2019,11,30,3,0,23.5,92.12
2019,11,30,4,0,23.22,92.81
2019,11,30,5,0,22.89,94.06
2019,11,30,6,0.05,23.24,94.12
2019,11,30,7,0.95,25.23,84.44
2019,11,30,8,2.98,27.35,75.12
2019,11,30,9,5.83,29,69.5
2019,11,30,10,7.92,30.35,65.44
2019,11,30,11,8.48,31.33,62.44
2019,11,30,12,8.27,31.93,60.75
2019,11,30,13,7.05,32.11,60.12
2019,11,30,14,4.05,31.88,60.75
2019,11,30,15,1.58,31.55,63.25
2019,11,30,16,0.27,30.85,65.5
2019,11,30,17,0,28.8,79.31
2019,11,30,18,0,27.58,84.06
2019,11,30,19,0,26.93,86.88
2019,11,30,20,0,26.4,88.94
2019,11,30,21,0,25.87,90.75
2019,11,30,22,0,25.33,91.56
2019,11,30,23,0,24.74,92.12
2019,12,1,0,0,24.21,92.75
2019,12,1,1,0,23.76,93
2019,12,1,2,0,23.41,93.12
2019,12,1,3,0,23.12,92.94
2019,12,1,4,0,22.84,92.94
2019,12,1,5,0,22.62,92.88
2019,12,1,6,0.05,23.06,90.44
2019,12,1,7,0.88,24.92,78
2019,12,1,8,2.98,26.56,71.19
2019,12,1,9,6.12,28.09,67.12
2019,12,1,10,8.42,29.75,62.69
2019,12,1,11,8.23,30.78,61
2019,12,1,12,8.05,31.19,61.19
2019,12,1,13,6.58,31.26,61.62
2019,12,1,14,3.83,31.08,62.19
2019,12,1,15,1.55,30.65,63.44
2019,12,1,16,0.25,29.92,67.62
2019,12,1,17,0,28.21,78.75
2019,12,1,18,0,27.23,80.62
2019,12,1,19,0,26.93,79.44
2019,12,1,20,0,26.69,77.75
2019,12,1,21,0,25.94,81.12
2019,12,1,22,0,24.98,86.06
2019,12,1,23,0,24.19,88.44
2019,12,2,0,0,23.51,89.44
2019,12,2,1,0,22.97,89.38
2019,12,2,2,0,22.7,88.94
2019,12,2,3,0,22.53,89.44
2019,12,2,4,0,22.11,91.62
2019,12,2,5,0,21.74,92.31
2019,12,2,6,0.05,22.11,90.69
2019,12,2,7,0.85,23.79,79.12
2019,12,2,8,2.73,25.48,71.88
2019,12,2,9,5.38,26.87,68.62
2019,12,2,10,7.95,28.07,66.12
2019,12,2,11,7.77,29.17,63.69
2019,12,2,12,7.52,30.12,61.44
2019,12,2,13,6.5,30.57,59.88
2019,12,2,14,3.7,30.61,60
2019,12,2,15,1.45,30.44,61.69
2019,12,2,16,0.23,29.93,64.56
2019,12,2,17,0,27.69,77.94
2019,12,2,18,0,26.73,81.12
2019,12,2,19,0,26.03,84.19
2019,12,2,20,0,25.4,85.88
2019,12,2,21,0,24.83,85.56
2019,12,2,22,0,24.26,85.06
2019,12,2,23,0,23.48,84.44
2019,12,3,0,0,22.73,83.69
2019,12,3,1,0,21.89,84.12
2019,12,3,2,0,21.24,84.75
2019,12,3,3,0,20.64,85.81
2019,12,3,4,0,20.12,86.94
2019,12,3,5,0,19.7,87.75
2019,12,3,6,0.05,20.33,87.12
2019,12,3,7,0.67,23.08,72.06
2019,12,3,8,2.25,24.91,64.12
2019,12,3,9,4,26.26,61.25
2019,12,3,10,5.7,27.41,59.25
2019,12,3,11,6.08,28.33,57.44
2019,12,3,12,6.2,28.98,56.19
2019,12,3,13,5.25,29.32,55.5
2019,12,3,14,3.25,29.32,55.62
2019,12,3,15,1.33,28.94,57.12
2019,12,3,16,0.2,28.1,62.56
2019,12,3,17,0,25.96,75.12
2019,12,3,18,0,24.79,79.19
2019,12,3,19,0,24.24,79.44
2019,12,3,20,0,23.65,79.06
2019,12,3,21,0,22.76,79.69
2019,12,3,22,0,21.66,81.44
2019,12,3,23,0,20.75,82.44
2019,12,4,0,0,19.95,83.94
2019,12,4,1,0,19.24,86.44
2019,12,4,2,0,18.67,88.69
2019,12,4,3,0,18.19,90.5
2019,12,4,4,0,17.77,91.81
2019,12,4,5,0,17.44,92.94
2019,12,4,6,0.05,18.08,91.06
2019,12,4,7,0.85,20.53,79.31
2019,12,4,8,2.73,23.27,69.81
2019,12,4,9,5.55,25.28,64.5
2019,12,4,10,7.9,26.95,59.62
2019,12,4,11,7.6,28.21,55.75
2019,12,4,12,7.52,28.9,54
2019,12,4,13,6.45,29.21,53.31
2019,12,4,14,3.62,29.13,53.56
2019,12,4,15,1.48,28.58,56.12
2019,12,4,16,0.23,27.62,60.88
2019,12,4,17,0,25.54,74.62
2019,12,4,18,0,24.35,78.38
2019,12,4,19,0,23.65,80.75
2019,12,4,20,0,22.98,83
2019,12,4,21,0,22.47,84.44
2019,12,4,22,0,22.02,85.44
2019,12,4,23,0,21.71,85.75
2019,12,5,0,0,21.39,85.44
2019,12,5,1,0,20.95,84.94
2019,12,5,2,0,20.48,85.25
2019,12,5,3,0,20.01,85.94
2019,12,5,4,0,19.52,87.12
2019,12,5,5,0,19.13,88.06
2019,12,5,6,0.05,19.57,86.31
2019,12,5,7,0.83,21.65,73.75
2019,12,5,8,2.8,23.95,66.56
2019,12,5,9,5.6,26.17,62.69
2019,12,5,10,8.05,27.7,60.25
2019,12,5,11,9.17,28.67,58.5
2019,12,5,12,7.8,29.19,57.56
2019,12,5,13,6.73,29.23,57.5
2019,12,5,14,3.85,28.77,58.75
2019,12,5,15,1.55,28.15,60.75
2019,12,5,16,0.25,27.1,66.06
2019,12,5,17,0,24.81,76.94
2019,12,5,18,0,23.69,78.94
2019,12,5,19,0,23.11,79.12
2019,12,5,20,0,22.33,80.94
2019,12,5,21,0,21.59,82.88
2019,12,5,22,0,20.97,84.88
2019,12,5,23,0,20.55,85.88
2019,12,6,0,0,20.3,85.38
2019,12,6,1,0,19.77,84.62
2019,12,6,2,0,19.18,84.12
2019,12,6,3,0,18.65,83.81
2019,12,6,4,0,18.06,85.06
2019,12,6,5,0,17.47,87.12
2019,12,6,6,0.05,17.91,85.56
2019,12,6,7,0.88,20.31,72.81
2019,12,6,8,3,22.62,66
2019,12,6,9,5.92,24.62,62.19
2019,12,6,10,8.62,26.4,59.19
2019,12,6,11,9.67,27.83,56.75
2019,12,6,12,9.2,28.65,55.69
2019,12,6,13,6.95,28.96,55.56
2019,12,6,14,4.02,28.87,56.31
2019,12,6,15,1.62,28.3,58.25
2019,12,6,16,0.27,27.08,63.75
2019,12,6,17,0,24.73,72.75
2019,12,6,18,0,23.4,74.19
2019,12,6,19,0,22.51,73.81
2019,12,6,20,0,21.83,72.19
2019,12,6,21,0,21,71.5
2019,12,6,22,0,19.89,73.12
2019,12,6,23,0,18.9,75.69
2019,12,7,0,0,18.19,77.75
2019,12,7,1,0,17.65,79.69
2019,12,7,2,0,17.19,81.88
2019,12,7,3,0,16.82,83.69
2019,12,7,4,0,16.54,85.38
2019,12,7,5,0,16.31,86.5
2019,12,7,6,0.05,16.94,84.31
2019,12,7,7,0.7,19.36,70.56
2019,12,7,8,2.35,21.98,63.31
2019,12,7,9,4.83,24.02,60.19
2019,12,7,10,7.25,26,57.44
2019,12,7,11,8.42,27.51,55.62
2019,12,7,12,7.75,28.45,54.75
2019,12,7,13,6.48,28.93,54.62
2019,12,7,14,3.88,29.01,55.31
2019,12,7,15,1.52,28.55,57.56
2019,12,7,16,0.25,27.44,64.44
2019,12,7,17,0,24.97,77.38
2019,12,7,18,0,23.8,80.25
2019,12,7,19,0,23.22,80.5
2019,12,7,20,0,22.53,80.06
2019,12,7,21,0,21.63,79.69
2019,12,7,22,0,20.62,79.75
2019,12,7,23,0,19.75,80.38
2019,12,8,0,0,18.94,82.25
2019,12,8,1,0,18.26,84.25
2019,12,8,2,0,17.68,86.31
2019,12,8,3,0,17.2,88.06
2019,12,8,4,0,16.8,89.69
2019,12,8,5,0,16.49,90.94
2019,12,8,6,0.05,17.05,88.5
2019,12,8,7,0.83,19.51,76.5
2019,12,8,8,2.9,22.3,67.81
2019,12,8,9,5.75,24.3,63.94
2019,12,8,10,8.4,25.83,61.56
2019,12,8,11,9.38,27.15,59
2019,12,8,12,8.85,28.13,56.81
2019,12,8,13,6.42,28.57,56.06
2019,12,8,14,3.92,28.55,56.44
2019,12,8,15,1.52,28.1,58.12
2019,12,8,16,0.23,27.07,63.69
2019,12,8,17,0,24.59,77.94
2019,12,8,18,0,23.23,82.19
2019,12,8,19,0,22.76,83.62
2019,12,8,20,0,22.36,84.38
2019,12,8,21,0,21.94,84.62
2019,12,8,22,0,21.5,84.56
2019,12,8,23,0,20.91,85.38
2019,12,9,0,0,20.33,85.62
2019,12,9,1,0,19.75,85.31
2019,12,9,2,0,19.11,86
2019,12,9,3,0,18.48,87.5
2019,12,9,4,0,18.02,89.06
2019,12,9,5,0,17.69,90.38
2019,12,9,6,0.05,18.36,88.88
2019,12,9,7,0.83,20.98,75.94
2019,12,9,8,2.88,23.73,66.94
2019,12,9,9,5.73,26.23,59
2019,12,9,10,8.38,28.13,53.75
2019,12,9,11,9.5,29.3,51.31
2019,12,9,12,8.95,30.01,49.94
2019,12,9,13,7.1,30.18,50.12
2019,12,9,14,4.1,29.92,51.38
2019,12,9,15,1.58,29.34,53.5
2019,12,9,16,0.27,28.22,59.38
2019,12,9,17,0,25.34,74.62
2019,12,9,18,0,23.81,79.56
2019,12,9,19,0,23.41,81.19
2019,12,9,20,0,23.31,81.12
2019,12,9,21,0,23.03,81.94
2019,12,9,22,0,22.94,81.12
2019,12,9,23,0,22.55,83.5
2019,12,10,0,0,22.08,84.75
2019,12,10,1,0,21.58,86.25
2019,12,10,2,0,20.87,89.31
2019,12,10,3,0,20.17,92.44
2019,12,10,4,0,19.76,93.94
2019,12,10,5,0,19.39,95
2019,12,10,6,0.05,19.73,94
2019,12,10,7,0.75,21.99,83.06
2019,12,10,8,2.73,25.19,70
2019,12,10,9,5.48,27.26,63.88
2019,12,10,10,7.88,28.57,60.5
2019,12,10,11,8.6,29.44,58.12
2019,12,10,12,8.08,29.93,56.75
2019,12,10,13,6.2,30.01,56.44
2019,12,10,14,3.7,29.63,57.38
2019,12,10,15,1.52,29.04,59.56
2019,12,10,16,0.25,28.19,64.62
2019,12,10,17,0,26.29,77.56
2019,12,10,18,0,25.05,81.81
2019,12,10,19,0,24.37,83.75
2019,12,10,20,0,23.77,85.56
2019,12,10,21,0,23.25,87.38
2019,12,10,22,0,22.76,89.25
2019,12,10,23,0,22.35,90.44
2019,12,11,0,0,22.02,90.69
2019,12,11,1,0,21.71,91.94
2019,12,11,2,0,21.37,93.56
2019,12,11,3,0,20.96,95.31
2019,12,11,4,0,20.52,97.12
2019,12,11,5,0,20.21,98
2019,12,11,6,0.05,20.51,96.56
2019,12,11,7,0.7,22.89,83.81
2019,12,11,8,2.48,25.45,71.88
2019,12,11,9,5.08,27.48,64.12
2019,12,11,10,6.25,28.88,59.62
2019,12,11,11,7.92,29.73,57.38
2019,12,11,12,7.4,30.29,56.06
2019,12,11,13,6.27,30.48,55.38
2019,12,11,14,3.5,30.43,55.19
2019,12,11,15,1.45,29.9,56.75
2019,12,11,16,0.25,28.95,61.75
2019,12,11,17,0,26.68,75.5
2019,12,11,18,0,25.47,77.75
2019,12,11,19,0,25.05,77.88
2019,12,11,20,0,24.42,80.19
2019,12,11,21,0,23.94,81.75
2019,12,11,22,0,23.27,84.69
2019,12,11,23,0,22.73,86.69
2019,12,12,0,0,22.15,88.69
2019,12,12,1,0,21.61,90.19
2019,12,12,2,0,21.18,91
2019,12,12,3,0,20.88,91.31
2019,12,12,4,0,20.48,92.69
2019,12,12,5,0,20.37,92.5
2019,12,12,6,0.05,20.83,91.62
2019,12,12,7,0.67,23.19,79.69
2019,12,12,8,2.4,25.92,67.94
2019,12,12,9,4.38,27.69,63.12
2019,12,12,10,7.38,29.03,59.94
2019,12,12,11,7.85,30.09,56.94
2019,12,12,12,8.05,30.83,54.69
2019,12,12,13,6.25,31.18,53.44
2019,12,12,14,3.75,31.18,53.12
2019,12,12,15,1.5,30.79,54.06
2019,12,12,16,0.25,30.03,57.69
2019,12,12,17,0,28.05,68.56
2019,12,12,18,0,26.77,71.56
2019,12,12,19,0,25.83,76.12
2019,12,12,20,0,24.69,82.69
2019,12,12,21,0,23.8,86.88
2019,12,12,22,0,23.38,88.44
2019,12,12,23,0,23.4,87.06
2019,12,13,0,0,23.07,87.94
2019,12,13,1,0,22.24,91.38
2019,12,13,2,0,21.52,94.12
2019,12,13,3,0,21.05,95.25
2019,12,13,4,0,20.68,95.81
2019,12,13,5,0,20.31,96.38
